"ID","Category","Question","Option A","Option B","Option C","Option D","Correct Answer","Explanation","Source","Status","Confirmed In"
"Q273","First Aid","The aim of first aid is","To save life","To promote recovery","To prevent the victim's condition from worsening","All of the above","D","First aid buys time until professional medical help arrives.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q274","First Aid","What number would you dial for ambulance assistance in a medical emergency?","102","103","108","105","C","108 is the emergency ambulance number used across most Indian states.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q275","First Aid","You arrive first at the scene of an accident. What is the first thing you should do?","Call the police","Warn other traffic","Call the ambulance","Move the injured","B","Securing the scene prevents further collisions and protects both victims and rescuers.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q276","First Aid","An accident has just happened and an injured person is lying on a busy road. What should you do first?","Treat the person for shock","Warn other traffic","Place him in the recovery position","Give him water","B","Until oncoming traffic is warned, anyone who approaches the casualty is in danger.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q277","First Aid","You are the first to arrive at the scene of an accident. Which of these should you do?","Switch off the vehicle engines","Move uninjured people away from the vehicles","Call the emergency services","All of the above","D","Switching off engines reduces fire risk, and clearing bystanders keeps the scene safe.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q278","First Aid","You have stopped at the scene of an accident to give help. Which of these should you do?","Keep injured people warm and comfortable","Keep them calm by talking to them reassuringly","Make sure they are not left alone","All of the above","D","Reassurance and warmth help counter shock while medical help is on the way.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q279","First Aid","You arrive at an accident where someone is suffering from severe burns. Which of the following would help?","Douse the burns with cold water","Remove anything stuck to the burns","Burst any blisters that form","Apply ointment to the burns","A","Cooling with clean cold water limits tissue damage; nothing else should be applied.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q280","First Aid","You arrive at the scene of a motor cycle accident. The rider is unconscious and lying in the middle of the road. The first thing you should do is","Move the rider out of the road","Warn other traffic","Clear the road of debris","Remove the rider's helmet","B","An unconscious casualty should not be moved unnecessarily; warning traffic comes first.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q281","First Aid","Which of the following is a basic step to take after an accident?","Protect the area","Inform the authorities","Care for the injured","All of the above","D","Protect, inform, care - the standard sequence taught in road accident first aid.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q282","Vehicle Documents","Which documents must always be carried while driving?","Driving licence only","Driving licence and insurance certificate","Driving licence, certificate of insurance, registration certificate and pollution under control certificate","No documents need be carried","C","These four are the documents an enforcement officer may require you to produce.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English) + Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q283","Vehicle Documents","Which of the following documents need NOT be carried while driving?","Driving licence","Registration certificate","Insurance certificate","Purchase invoice","D","The invoice is a commercial document with no role in enforcement.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q285","Vehicle Documents","The validity of a learner's licence is","Until the driving licence is obtained","6 months (180 days)","30 days","One year","B","A learner's licence is valid for six months from the date of issue.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q286","Vehicle Documents","PUCC stands for","Primary Unlicensed Car and Carrier","Pollution Under Control Certificate","Pollution Uncontrolled Cancellation Certificate","Public Utility Compliance Certificate","B","It certifies that the vehicle's emissions are within the prescribed limits.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q288","Vehicle Documents","All motor vehicles must be covered by","Life insurance","Third party insurance","Comprehensive insurance","Fire insurance","B","Third party cover is the statutory minimum under Section 146 of the Act.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q289","Vehicle Documents","What does third party insurance cover?","Injury to another person","Damage to someone's property","Damage to other vehicles","All of the above","D","It covers loss caused to others, not damage to your own vehicle.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q290","Vehicle Documents","A cover note is a document issued in respect of","Your driving licence","The registration document","The insurance certificate","The PUC certificate","C","A cover note is temporary evidence of insurance until the policy is issued.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q291","Vehicle Documents","If you meet with an accident while driving without a valid driving licence, the insurance company will","Compensate partly","Compensate fully","Not compensate for damages","Compensate after a penalty","C","Driving without a valid licence breaches the policy conditions.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q292","Vehicle Documents","A driving licence issued in any state of India","Is valid throughout India","Is valid throughout the world","Is valid only in that state","Is valid for one year outside the state","A","A licence issued by any licensing authority is effective across the country.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q293","Vehicle Documents","A person may hold","Up to 3 licences at a time","Only one driving licence","Any number of licences","One licence per vehicle owned","B","Holding more than one driving licence is prohibited; additional classes are endorsed on the same licence.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q294","Vehicle Documents","When may a driver lend his driving licence to another person?","For driving lessons","At no time","For identification only","If the person is well known to him","B","A driving licence is personal and non-transferable.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q295","Vehicle Documents","After buying a second hand vehicle, the change of ownership should be reported to the licensing authority within","14 days","28 days","3 months","Only when you insure it","A","Prompt intimation transfers liability for the vehicle to the new owner.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q296","Vehicle Documents","If the validity of a driving licence has expired, it may be renewed without penalty within","10 days","20 days","30 days","60 days","C","Beyond the grace period, a late fee and in some cases a fresh test apply.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q297","Vehicle Documents","The colour scheme for number plates of private vehicles is","Black base with white numerals","Yellow base with white numerals","White base with black numerals","Yellow base with black numerals","C","Transport vehicles carry black numerals on a yellow base.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q299","Vehicle Documents","Is it an offence to obstruct the clear view of your number plates?","It depends on the type of obstruction","Yes, at any time","No, you may cover them if you wish","Only if the vehicle is a transport vehicle","B","Regulation 16 requires registration marks to remain clear and legible at all times.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English) + Rules of the Road Regulations, 1989 (S.O. 439(E)); copy hosted by Maharashtra Transport Dept","Official","Telangana, Andhra Pradesh"
"Q302","Vehicle Documents","The minimum age for obtaining a licence to drive a motor car is","20 years","15 years","16 years","18 years","D","Non-transport vehicles require the applicant to have completed 18 years.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q304","Vehicle Documents","If you hold a valid driving licence for a light motor vehicle, you are allowed to drive","A motor car only","A motor car and a motor cycle above 50 cc","Every motor vehicle","Any vehicle up to 7500 kg including transport vehicles","A","Each class of vehicle must be separately endorsed on the licence.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q305","Vehicle Documents","Who is authorised to ask you to produce your documents while you are driving?","Officers of the police department in uniform","Officers of the transport department in uniform","Any other officer authorised by government","All of these","D","Section 130 requires production of documents on demand by any authorised officer.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English) + Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Official","Telangana, Andhra Pradesh"
"Q307","Vehicle Documents","Using an unregistered vehicle in a public place is","Illegal","Legal","Legal if there is urgency","Legal for 30 days after purchase","A","Section 39 prohibits driving an unregistered vehicle in any public place.","Transport Dept, Govt of NCT of Delhi - Question Bank for Learner Licence (qbankltest.pdf) + Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Frequently Asked","Delhi, Maharashtra, Telangana, Andhra Pradesh"
"Q308","Vehicle Documents","To drive on the road, a learner must","Have only the registration certificate of the vehicle","Have taken professional instruction","Hold a valid learner's licence","Apply for a driving test within 12 months","C","A valid learner's licence and a qualified accompanying driver are both required.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q309","Vehicle Documents","You hold a valid learner's licence to drive a car. You are allowed to","Drive only in daytime","Practise only on quiet roads","Drive at any time and place","Drive at any time and place provided a permanent licence holder who can control the vehicle is with you","D","An L board must be displayed and the accompanying driver must be able to take control.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q310","Fines & Penalties","Under the Motor Vehicles (Amendment) Act, 2019, the penalty for drunken driving on a first offence is","Rs 2,000","Imprisonment up to 6 months and/or a fine of Rs 10,000","Rs 500","Rs 25,000","B","The fine was raised from Rs 2,000 to Rs 10,000 with effect from 1 September 2019; older state banks still show the pre-2019 figure.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q311","Fines & Penalties","Under the 2019 amendments, riding a two wheeler without a helmet attracts","Rs 100","Rs 1,000 and disqualification of the licence for three months","Rs 5,000","A warning only","B","The penalty combines a fine with a three-month suspension of the driving licence.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q312","Fines & Penalties","Under the 2019 amendments, not wearing a seat belt attracts a fine of","Rs 100","Rs 500","Rs 1,000","Rs 2,000","C","The earlier fine of Rs 100 was raised tenfold.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q313","Fines & Penalties","Under the 2019 amendments, driving without a licence attracts a fine of up to","Rs 500","Rs 1,000","Rs 5,000","Rs 10,000","C","Section 181 now provides for a fine of Rs 5,000.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q314","Fines & Penalties","Under the 2019 amendments, driving without insurance attracts a fine of","Rs 1,000","Rs 2,000","Rs 5,000","Rs 10,000","B","Section 196 provides for Rs 2,000 and possible imprisonment on a first offence.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q315","Fines & Penalties","Under the 2019 amendments, failing to give way to an emergency vehicle attracts a fine of","Rs 1,000","Rs 2,000","Rs 5,000","Rs 10,000","D","Section 194E was introduced specifically to protect ambulances and fire services.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q316","Fines & Penalties","Under the 2019 amendments, overloading a goods vehicle attracts","Rs 2,000 and Rs 1,000 per extra tonne","Rs 20,000 and Rs 2,000 per extra tonne","Rs 5,000 flat","A warning","B","Section 194 penalties were raised tenfold to deter chronic overloading.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q317","Fines & Penalties","Under the 2019 amendments, carrying more than the permitted number of persons on a two wheeler attracts","Rs 100","Rs 2,000 and disqualification of the licence for three months","Rs 500","Rs 10,000","B","Section 194C combines a fine with a three-month disqualification.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q318","Fines & Penalties","Under the 2019 amendments, where a road offence is committed by a juvenile","No one is liable","The guardian or owner is deemed guilty and is liable to a fine of Rs 25,000 with imprisonment up to 3 years","Only the juvenile is fined","The vehicle is confiscated permanently","B","Section 199A also provides for cancellation of the vehicle's registration.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q319","Fines & Penalties","Under the 2019 amendments, the general penalty for an offence with no specific penalty prescribed is","Rs 100","Rs 500","Rs 1,000","Rs 2,000","B","Section 177 was raised from Rs 100 to Rs 500.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q320","Fines & Penalties","Under the 2019 amendments, over-speeding by a light motor vehicle attracts a fine of","Rs 400","Rs 1,000 to Rs 2,000","Rs 5,000","Rs 10,000","B","Higher slabs apply to medium and heavy passenger and goods vehicles.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q326","Motor Vehicles Act","No person may drive a motor vehicle in a public place unless he","Owns the vehicle","Holds an effective driving licence authorising him to drive that class of vehicle","Is over 21 years of age","Has completed a training course","B","This is the basic requirement of Section 3 of the Act.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q327","Motor Vehicles Act","Lending a motor vehicle for driving to a person who does not hold a valid licence is","Not an offence, since the borrower alone is responsible","A serious offence","An offence only if there is an accident","Permitted in an emergency","B","The owner who permits an unlicensed person to drive commits an offence under Section 180.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English) + Transport Dept, Govt of Telangana - LLR Question Bank: Rules of Road Regulations (English)","Frequently Asked","Telangana, Andhra Pradesh"
"Q328","Motor Vehicles Act","A person whose driving licence has been suspended or cancelled","May drive when a valid licence holder accompanies him","May drive in an emergency","May not drive under any circumstances","May drive on private roads","C","Driving while disqualified is a distinct and seriously punishable offence.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Maharashtra, Telangana, Andhra Pradesh"
"Q329","Motor Vehicles Act","Driving a vehicle whose pollution values exceed the limits prescribed by law is","Permitted in an emergency","An offence","Liable only to a warning","Permitted if a PUC test is booked","B","Section 190(2) makes it an offence to drive a vehicle exceeding emission standards.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English) + Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Official","Telangana, Andhra Pradesh"
"Q330","Motor Vehicles Act","Fitting a multi-toned horn to a motor vehicle is","Permitted in an emergency","An offence under the law because it causes noise pollution","Liable only to a warning","Permitted on transport vehicles","B","Regulation 21 and the Central Motor Vehicles Rules prohibit harsh and multi-toned horns.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q331","Motor Vehicles Act","Under what circumstances can your vehicle be impounded?","When driving a vehicle without registration","When flashing headlights unnecessarily","When the registration numerals are the wrong size","When the number plate background is the wrong colour","A","Driving without valid registration is a ground for detention of the vehicle.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
"Q332","Motor Vehicles Act","The Rules of the Road Regulations, 1989 were made under which section of the Motor Vehicles Act, 1988?","Section 112","Section 118","Section 129","Section 134","B","Section 118 empowers the central government to make regulations for the driving of motor vehicles.","Rules of the Road Regulations, 1989 (S.O. 439(E)); copy hosted by Maharashtra Transport Dept","Government-derived","All India (statutory - applies in every state)"
"Q333","Motor Vehicles Act","Which section of the Motor Vehicles Act, 1988 imposes the duty of the driver in the case of an accident?","Section 112","Section 129","Section 134","Section 185","C","Section 134 requires the driver to secure medical attention for the injured and to report the accident.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q334","Motor Vehicles Act","Third party insurance is compulsory under which section of the Motor Vehicles Act, 1988?","Section 3","Section 39","Section 130","Section 146","D","Section 146 prohibits the use of a vehicle in a public place without a third party policy.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q335","Motor Vehicles Act","Driving under the influence of drink is dealt with by which section of the Motor Vehicles Act, 1988?","Section 112","Section 177","Section 184","Section 185","D","Section 185 applies where blood alcohol exceeds 30 mg per 100 ml of blood.","Motor Vehicles Act, 1988 as amended by MV (Amendment) Act, 2019","Government-derived","All India (statutory - applies in every state)"
"Q336","Motor Vehicles Act","Which of the following statements about pedestrians is correct?","Pedestrians have no special rights on the road","You must give way to pedestrians only on zebra crossings","Pedestrians have right of way at uncontrolled pedestrian crossings","Pedestrians must always give way to vehicles","C","Regulation 11 confers right of way on pedestrians at uncontrolled crossings.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English) + Rules of the Road Regulations, 1989 (S.O. 439(E)); copy hosted by Maharashtra Transport Dept","Frequently Asked","Telangana, Andhra Pradesh"
"Q337","Motor Vehicles Act","While driving without a valid driving licence, when can you face penal action?","Only if you have met with an accident","Whenever a checking officer inspects your vehicle","You will not face penal action","Only on a national highway","B","The offence is complete the moment you drive without a licence, whether or not there is an accident.","Transport Dept, Govt of Telangana - LLR Question Bank: General Driving Principles (English)","Official","Telangana, Andhra Pradesh"
